"Name", Height (Inches), Height(Feet-Inches), Weight
"Jon Leuer", 82, 6-10, 228
"Rashard Lewis", 82, 6-10, 215
"DeAndre Liggins", 78, 6-6, 209
"Jeremy Lin", 75, 6-3, 200
"Shaun Livingston", 79, 6-7, 182
"Brook Lopez", 84, 7-0, 260
"Robin Lopez", 84, 7-0, 255
"Kevin Love", 82, 6-10, 260
"Kyle Lowry", 72, 6-0, 175
"John Lucas", 71, 5-11, 165
"Shelvin Mack", 75, 6-3, 215
"Vernon Macklin", 82, 6-10, 227
"Corey Maggette", 78, 6-6, 218
"Jamaal Magloire", 83, 6-11, 259
"Ian Mahinmi", 83, 6-11, 230
"Shawn Marion", 79, 6-7, 220
"Cartier Martin", 79, 6-7, 220
"Kenyon Martin", 81, 6-9, 234
"Kevin Martin", 79, 6-7, 185
"Roger Mason", 77, 6-5, 200
"Wesley Matthews", 77, 6-5, 220
"Jason Maxiell", 79, 6-7, 260
"Eric Maynor", 75, 6-3, 175
"O.J. Mayo", 76, 6-4, 210
"Luc Mbah a Moute", 80, 6-8, 230
"JaVale McGee", 84, 7-0, 237
"Tracy McGrady", 80, 6-8, 210
"Dominic McGuire", 81, 6-9, 220
"Josh McRoberts", 82, 6-10, 240
"Jodie Meeks", 76, 6-4, 208
"C.J. Miles", 78, 6-6, 210
"Darko Milicic", 84, 7-0, 250
"Andre Miller", 74, 6-2, 200
"Brad Miller", 83, 6-11, 244
"Mike Miller", 80, 6-8, 218
"Patrick Mills", 72, 6-0, 185
"Paul Millsap", 80, 6-8, 245
"Nazr Mohammed", 82, 6-10, 221
"Greg Monroe", 83, 6-11, 253
"Jamario Moon", 80, 6-8, 205
"E'Twaun Moore", 76, 6-4, 191
"Mikki Moore", 83, 6-11, 225
"Darius Morris", 76, 6-4, 190
"Marcus Morris", 81, 6-9, 235
"Markieff Morris", 82, 6-10, 245
"Anthony Morrow", 77, 6-5, 210
"Timofey Mozgov", 85, 7-1, 250
"Byron Mullens", 84, 7-0, 275
"Troy Murphy", 83, 6-11, 245
"Hamady N'Diaye", 84, 7-0, 235
"Eduardo Najera", 80, 6-8, 240
"Steve Nash", 75, 6-3, 195
"Gary Neal", 76, 6-4, 210
"Jameer Nelson", 72, 6-0, 190
"Joakim Noah", 83, 6-11, 232
"Andres Nocioni", 79, 6-7, 225
"Steve Novak", 82, 6-10, 220
"Dirk Nowitzki", 84, 7-0, 237
"Jermaine O'Neal", 83, 6-11, 226
"Lamar Odom", 82, 6-10, 220
"Emeka Okafor", 82, 6-10, 252
"Mehmet Okur", 83, 6-11, 249
"Daniel Orton", 82, 6-10, 255
"Travis Outlaw", 81, 6-9, 210
"Larry Owens", 79, 6-7, 210
"Zaza Pachulia", 83, 6-11, 240
"Jannero Pargo", 73, 6-1, 175
"Jeremy Pargo", 74, 6-2, 219
"Anthony Parker", 78, 6-6, 215
"Tony Parker", 74, 6-2, 180
"Chandler Parsons", 81, 6-9, 200
"Patrick Patterson", 81, 6-9, 235
"Chris Paul", 72, 6-0, 175
"Sasha Pavlovic", 80, 6-8, 220
"Nikola Pekovic", 83, 6-11, 285
"Kendrick Perkins", 82, 6-10, 280
"Johan Petro", 84, 7-0, 247
"Paul Pierce", 78, 6-6, 230
"Mickael Pietrus", 78, 6-6, 215
"Dexter Pittman", 83, 6-11, 308
"Quincy Pondexter", 78, 6-6, 225
"A.J. Price", 74, 6-2, 181
"Ronnie Price", 74, 6-2, 190
"Tayshaun Prince", 81, 6-9, 215
"Joel Przybilla", 85, 7-1, 255
"Vladimir Radmanovic", 82, 6-10, 227
"Anthony Randolph", 82, 6-10, 205
"Zach Randolph", 81, 6-9, 253
"Michael Redd", 78, 6-6, 220
"J.J. Redick", 76, 6-4, 190
"Ryan Reid", 80, 6-8, 232
"Jason Richardson", 78, 6-6, 220
"Quentin Richardson", 78, 6-6, 223
"Luke Ridnour", 74, 6-2, 175
"Nate Robinson", 69, 5-9, 180
"Rajon Rondo", 73, 6-1, 171
"Derrick Rose", 75, 6-3, 190
"Ricky Rubio", 76, 6-4, 180
"Brandon Rush", 78, 6-6, 210
"Walker Russell", 72, 6-0, 170
"John Salmons", 79, 6-7, 210
"Samardo Samuels", 81, 6-9, 260
"Larry Sanders", 83, 6-11, 235
"Brian Scalabrine", 81, 6-9, 241
"Luis Scola", 81, 6-9, 245
"Thabo Sefolosha", 77, 6-5, 215
"Josh Selby", 74, 6-2, 183
"Kevin Seraphin", 81, 6-9, 264
"Ramon Sessions", 75, 6-3, 190
"Iman Shumpert", 77, 6-5, 212
"Xavier Silas", 77, 6-5, 205
"Bobby Simmons", 79, 6-7, 210
"Chris Singleton", 80, 6-8, 230
"James Singleton", 80, 6-8, 216
"Brian Skinner", 81, 6-9, 255
"Donald Sloan", 75, 6-3, 205
"Craig Smith", 79, 6-7, 250
"Greg Smith", 82, 6-10, 250
"Ishmael Smith", 72, 6-0, 175
"J.R. Smith", 78, 6-6, 220
"Jason Smith", 84, 7-0, 240
"Jerry Smith", 74, 6-2, 190
"Josh Smith", 81, 6-9, 225
"Nolan Smith", 74, 6-2, 185
"Marreese Speights", 82, 6-10, 245
"Tiago Splitter", 83, 6-11, 232
"Jerry Stackhouse", 78, 6-6, 218
"Lance Stephenson", 77, 6-5, 210
"DeShawn Stevenson", 77, 6-5, 210
"Greg Stiemsma", 83, 6-11, 260
"Julyan Stone", 78, 6-6, 200
"Amar'e Stoudemire", 82, 6-10, 245
"Rodney Stuckey", 77, 6-5, 205
"DaJuan Summers", 80, 6-8, 240
"Jeff Teague", 74, 6-2, 180
"Sebastian Telfair", 72, 6-0, 165
"Jason Terry", 74, 6-2, 176
"Hasheem Thabeet", 87, 7-3, 263
"Isaiah Thomas", 69, 5-9, 185
"Kurt Thomas", 81, 6-9, 230
"Lance Thomas", 80, 6-8, 225
"Malcolm Thomas", 81, 6-9, 225
"Tyrus Thomas", 81, 6-9, 215
"Trey Thompkins", 82, 6-10, 245
"Jason Thompson", 83, 6-11, 250
"Klay Thompson", 79, 6-7, 205
"Mychel Thompson", 78, 6-6, 211
"Tristan Thompson", 80, 6-8, 225
"Marcus Thornton", 76, 6-4, 205
"Jamaal Tinsley", 75, 6-3, 195
"Anthony Tolliver", 80, 6-8, 240
"Ronny Turiaf", 82, 6-10, 249
"Hedo Turkoglu", 82, 6-10, 220
"Evan Turner", 79, 6-7, 205
"Jeremy Tyler", 82, 6-10, 260
"Edwin Ubiles", 78, 6-6, 204
"Ekpe Udoh", 82, 6-10, 240
"Beno Udrih", 75, 6-3, 205
"Ben Uzoh", 75, 6-3, 205
"Anderson Varejao", 82, 6-10, 230
"Greivis Vasquez", 78, 6-6, 200
"Jan Vesely", 83, 6-11, 240
"Charlie Villanueva", 83, 6-11, 240
"Nikola Vucevic", 82, 6-10, 240
"Dwyane Wade", 76, 6-4, 212
"Von Wafer", 77, 6-5, 210
"Bill Walker", 78, 6-6, 220
"Kemba Walker", 73, 6-1, 172
"John Wall", 76, 6-4, 195
"Ben Wallace", 81, 6-9, 240
"Gerald Wallace", 79, 6-7, 215
"Luke Walton", 80, 6-8, 235
"Hakim Warrick", 81, 6-9, 219
"Darryl Watkins", 83, 6-11, 258
"C.J. Watson", 74, 6-2, 180
"Earl Watson", 73, 6-1, 195
"Martell Webster", 79, 6-7, 210
"David West", 81, 6-9, 240
"Delonte West", 76, 6-4, 180
"Russell Westbrook", 75, 6-3, 187
"D.J. White", 81, 6-9, 251
"Hassan Whiteside", 84, 7-0, 235
"Chris Wilcox", 82, 6-10, 221
"Damien Wilkins", 78, 6-6, 225
"Deron Williams", 75, 6-3, 210
"Derrick Williams", 80, 6-8, 241
"Elliot Williams", 77, 6-5, 180
"Jordan Williams", 82, 6-10, 260
"Louis Williams", 74, 6-2, 175
"Marvin Williams", 81, 6-9, 230
"Mo Williams", 73, 6-1, 185
"Reggie Williams", 78, 6-6, 210
"Sean Williams", 82, 6-10, 235
"Shawne Williams", 81, 6-9, 225
"Shelden Williams", 81, 6-9, 250
"Terrence Williams", 78, 6-6, 220
"Metta World Peace", 78, 6-6, 244
"Brandan Wright", 81, 6-9, 205
"Chris Wright", 80, 6-8, 226
"Dorell Wright", 79, 6-7, 200
"Nick Young", 78, 6-6, 200
"Sam Young", 78, 6-6, 220
"Thaddeus Young", 80, 6-8, 220
